"id_ship","local_name_ru","local_name_en","rank","faction_id","faction_name_ru","ship_class_id","ship_class_name_ru","class_name_ru","role_id","role_name_ru","catalog_scope","branch_id","branch_name_ru","tree_tier","tree_row","parent_ship_id","required_technology","hull_id","claudium_loop_id","special_module_id","upgrade_hull_id","upgrade_claudium_loop_id","upgrade_special_module_id","visual_model_id","visual_shape_id","visual_color_hex","cost_currency_item","cost_amount","research_cost_amount","firepower","armor","durability","speed","maneuverability","cargo","cargo_capacity_tons","utility","summary_ru","defense","mobility","stealth","warfare","mining","harvesting","hunting","hacking","salvage","survey","repair","lore_ru"
"mist_synod_repair_cruiser_r06","Бальзам","Бальзам","6","mist_synod","Туманный Синод","cruiser","Cruiser","Cruiser","repair","Repair","development","repair_cruiser","RepairCruiser","6","5","mist_synod_repair_cruiser_r05","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","555000","13500","15","41","41","56","56","56","460","82","RepairCruiser R6.","44","56","72","18","","34","","","","20","72","Бальзам развивает линию «полимерный ремонт»: ремонтный крейсер, который лечит союзников лучами и быстро закрывает собственные повреждения за счет полимерной конструкции. Шестой ранг собирает опыт агрессивных облаков, где другим фракциям уже больно просто находиться. В характеристиках сейчас сильнее всего видны маскировка и ремонт; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_repair_cruiser_r07","Целитель","Целитель","7","mist_synod","Туманный Синод","cruiser","Cruiser","Cruiser","repair","Repair","development","repair_cruiser","RepairCruiser","7","5","mist_synod_repair_cruiser_r06","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","1320000","32000","25","38","38","63","63","61","500","70","RepairCruiser R7.","48","58","70","24","","38","","","","28","78","Целитель развивает линию «полимерный ремонт»: ремонтный крейсер, который лечит союзников лучами и быстро закрывает собственные повреждения за счет полимерной конструкции. С этого места линия становится зрелой: корабль не столько крепнет, сколько лучше управляет средой вокруг себя. В характеристиках сейчас сильнее всего видны ремонт и маскировка; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_repair_cruiser_r08","Регенер","Регенер","8","mist_synod","Туманный Синод","cruiser","Cruiser","Cruiser","repair","Repair","development","repair_cruiser","RepairCruiser","8","5","mist_synod_repair_cruiser_r07","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","3150000","75000","21","48","48","55","55","65","530","92","RepairCruiser R8.","52","55","69","26","","42","","","","32","86","Регенер развивает линию «полимерный ремонт»: ремонтный крейсер, который лечит союзников лучами и быстро закрывает собственные повреждения за счет полимерной конструкции. Восьмой ранг получает дорогую газовую автоматику и начинает работать как почти старший представитель ветки. В характеристиках сейчас сильнее всего видны ремонт и маскировка; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_repair_cruiser_r09","Астрал","Астрал","9","mist_synod","Туманный Синод","cruiser","Cruiser","Cruiser","repair","Repair","development","repair_cruiser","RepairCruiser","9","5","mist_synod_repair_cruiser_r08","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","7100000","166000","27","56","56","45","45","69","565","82","RepairCruiser R9.","56","57","70","30","","46","","","","36","94","Астрал развивает линию «полимерный ремонт»: ремонтный крейсер, который лечит союзников лучами и быстро закрывает собственные повреждения за счет полимерной конструкции. Девятый ранг доводит туманные узлы до надежности, оставляя финалу последний прирост масштаба. В характеристиках сейчас сильнее всего видны ремонт и маскировка; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_repair_cruiser_r10","Амальгама","Амальгама","10","mist_synod","Туманный Синод","cruiser","Cruiser","Cruiser","repair","Repair","development","repair_cruiser","RepairCruiser","10","5","mist_synod_repair_cruiser_r09","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","16000000","368000","32","56","56","59","59","73","600","99","RepairCruiser R10.","60","60","72","34","","50","","","","42","99","Амальгама - финальный T1-образец линии «полимерный ремонт»: ремонтный крейсер, который лечит союзников лучами и быстро закрывает собственные повреждения за счет полимерной конструкции, доведенный до предела. Ремонт растет быстрее всего, маскировка держится высокой за счет тумана, а вооружение остается вторичным. Поэтому в цифрах первыми читаются ремонт и маскировка, а устойчивость к агрессивному газу остается скрытым преимуществом Синода."
"mist_synod_heavy_egg_battleship_r02","Ядро","Ядро","2","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","2","6","mist_synod_starter","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","19000","270","44","27","27","25","25","33","2500","0","HeavyEggBattleship R2.","45","28","32","52","","","","","","","","Ядро развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. Это ранний корпус из полимеров на газовой основе, еще легкий, но уже равномерно защищенный со всех сторон. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r03","Овоид","Овоид","3","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","3","6","mist_synod_heavy_egg_battleship_r02","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","52000","940","55","46","46","28","28","36","2750","0","HeavyEggBattleship R3.","52","29","38","62","","","","","","","","Овоид развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. На третьем ранге Синод учится держать туман стабильнее, не превращая корабль в тяжелую стальную машину. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r04","Пламень","Пламень","4","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","4","6","mist_synod_heavy_egg_battleship_r03","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","135000","2800","55","45","45","28","28","41","3100","0","HeavyEggBattleship R4.","58","30","40","68","","","","","","","","Пламень развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. Четвертый ранг приносит первые взрослые газовые узлы: купола, сифоны или капсулы тумана начинают определять роль. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r05","Саламандр","Саламандр","5","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","5","6","mist_synod_heavy_egg_battleship_r04","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","330000","7600","63","54","54","30","30","44","3350","9","HeavyEggBattleship R5.","64","32","36","76","","10","","","","","","Саламандр развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. Пятый ранг добавляет живучести через ремонт и форму корпуса, а не через толстую плиту. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r06","Пекло","Пекло","6","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","6","6","mist_synod_heavy_egg_battleship_r05","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","790000","18500","88","62","62","41","41","47","3600","12","HeavyEggBattleship R6.","70","36","44","86","","14","","","","","","Пекло развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. Шестой ранг собирает опыт агрессивных облаков, где другим фракциям уже больно просто находиться. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r07","Сириус","Сириус","7","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","7","6","mist_synod_heavy_egg_battleship_r06","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","1950000","44000","90","69","69","38","38","51","3900","13","HeavyEggBattleship R7.","74","38","46","90","","17","","","","","","Сириус развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. С этого места линия становится зрелой: корабль не столько крепнет, сколько лучше управляет средой вокруг себя. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r08","Солнцебой","Солнцебой","8","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","8","6","mist_synod_heavy_egg_battleship_r07","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","4750000","104000","99","67","67","36","36","55","4150","16","HeavyEggBattleship R8.","76","37","43","94","","20","","","","","","Солнцебой развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. Восьмой ранг получает дорогую газовую автоматику и начинает работать как почти старший представитель ветки. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r09","Апофеоз","Апофеоз","9","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","9","6","mist_synod_heavy_egg_battleship_r08","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","11000000","232000","99","73","73","41","41","58","4380","20","HeavyEggBattleship R9.","78","40","48","98","","23","","","","","","Апофеоз развивает линию «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса. Девятый ранг доводит туманные узлы до надежности, оставляя финалу последний прирост масштаба. В характеристиках сейчас сильнее всего видны вооружение и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_heavy_egg_battleship_r10","Инферно","Инферно","10","mist_synod","Туманный Синод","battleship","Battleship","Battleship","heavy_egg","HeavyEgg","development","heavy_egg_battleship","HeavyEggBattleship","10","6","mist_synod_heavy_egg_battleship_r09","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","25500000","520000","99","73","73","41","41","61","4600","20","HeavyEggBattleship R10.","80","42","50","100","","26","","","","","","Инферно - финальный T1-образец линии «тяжелое яйцо»: боевой линкор с фронтальными фугасными батареями и большим ядовитым облаком вокруг корпуса, доведенный до предела. Вооружение выходит в максимум через количество стволов и шанс пожара, а защита держится на форме и быстром ремонте. Поэтому в цифрах первыми читаются вооружение и живучесть, а устойчивость к агрессивному газу остается скрытым преимуществом Синода."
"mist_synod_gas_combine_battleship_r02","Сосуд","Сосуд","2","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","2","7","mist_synod_starter","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","18000","250","0","37","37","31","31","39","3000","32","GasCombineBattleship R2.","45","30","42","","","35","","","","14","","Сосуд развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. Это ранний корпус из полимеров на газовой основе, еще легкий, но уже равномерно защищенный со всех сторон. В характеристиках сейчас сильнее всего видны живучесть и маскировка; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r03","Баллон","Баллон","3","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","3","7","mist_synod_gas_combine_battleship_r02","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","49000","860","8","44","44","27","27","43","3300","44","GasCombineBattleship R3.","50","29","46","10","","46","","","","24","","Баллон развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. На третьем ранге Синод учится держать туман стабильнее, не превращая корабль в тяжелую стальную машину. В характеристиках сейчас сильнее всего видны живучесть и сбор облаков; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r04","Гало","Гало","4","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","4","7","mist_synod_gas_combine_battleship_r03","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","128000","2550","13","44","44","30","30","48","3650","62","GasCombineBattleship R4.","55","31","44","16","12","58","","","","38","","Гало развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. Четвертый ранг приносит первые взрослые газовые узлы: купола, сифоны или капсулы тумана начинают определять роль. В характеристиках сейчас сильнее всего видны сбор облаков и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r05","Дистилль","Дистилль","5","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","5","7","mist_synod_gas_combine_battleship_r04","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","315000","7000","23","64","64","34","34","53","4050","57","GasCombineBattleship R5.","62","33","52","24","18","66","","","","48","","Дистилль развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. Пятый ранг добавляет живучести через ремонт и форму корпуса, а не через толстую плиту. В характеристиках сейчас сильнее всего видны сбор облаков и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r06","Атмосфер","Атмосфер","6","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","6","7","mist_synod_gas_combine_battleship_r05","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","760000","17000","29","73","73","27","27","59","4450","77","GasCombineBattleship R6.","68","32","50","30","26","74","","","","58","","Атмосфер развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. Шестой ранг собирает опыт агрессивных облаков, где другим фракциям уже больно просто находиться. В характеристиках сейчас сильнее всего видны сбор облаков и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r07","Облачник","Облачник","7","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","7","7","mist_synod_gas_combine_battleship_r06","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","1860000","41000","38","65","65","32","32","63","4800","69","GasCombineBattleship R7.","72","34","55","36","32","80","","","","62","","Облачник развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. С этого места линия становится зрелой: корабль не столько крепнет, сколько лучше управляет средой вокруг себя. В характеристиках сейчас сильнее всего видны сбор облаков и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r08","Барокамера","Барокамера","8","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","8","7","mist_synod_gas_combine_battleship_r07","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","4500000","96000","35","72","72","38","38","68","5150","85","GasCombineBattleship R8.","74","36","60","38","38","84","","","","66","","Барокамера развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. Восьмой ранг получает дорогую газовую автоматику и начинает работать как почти старший представитель ветки. В характеристиках сейчас сильнее всего видны сбор облаков и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r09","Небула","Небула","9","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","9","7","mist_synod_gas_combine_battleship_r08","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","10400000","215000","43","64","64","31","31","72","5450","83","GasCombineBattleship R9.","76","37","63","42","44","88","","","","72","","Небула развивает линию «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом. Девятый ранг доводит туманные узлы до надежности, оставляя финалу последний прирост масштаба. В характеристиках сейчас сильнее всего видны сбор облаков и живучесть; слабый запас прочности компенсируется туманом, ремонтом и отсутствием уязвимой стороны."
"mist_synod_gas_combine_battleship_r10","Комбинат","Комбинат","10","mist_synod","Туманный Синод","battleship","Battleship","Battleship","gas_combine","GasCombine","development","gas_combine_battleship","GasCombineBattleship","10","7","mist_synod_gas_combine_battleship_r09","basic_airship","","","","","","","placeholder_square","square","#66A36D","freight","24000000","480000","43","72","72","35","35","76","5750","83","GasCombineBattleship R10.","78","38","66","46","48","92","","","","76","","Комбинат - финальный T1-образец линии «газовый комбинат»: большой промышленный линкор с куполами, сифонами, магнитами и обычным защитным туманом, доведенный до предела. Сбор облаков, груз и обзор растут почти до предела, а вооружение остается достаточно сильным только для самообороны. Поэтому в цифрах первыми читаются сбор облаков и живучесть, а устойчивость к агрессивному газу остается скрытым преимуществом Синода."
"stone_vault_ore_tug_frigate_r02","Бадья","Бадья","2","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","2","0","stone_vault_starter","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","11000","160","14","23","23","27","27","51","64","19","OreTugFrigate R2.","26","30","18","14","22","","","","","","","Бадья развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. Это ранняя машина, где еще виден простой ковшовый принцип: встать ниже цели, принять падение и не развалиться. В характеристиках сейчас сильнее всего видны мобильность и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r03","Крюк","Крюк","3","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","3","0","stone_vault_ore_tug_frigate_r02","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","29000","520","17","30","30","31","31","56","70","26","OreTugFrigate R3.","31","32","19","18","30","","","","","","","Крюк развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. На третьем ранге инженеры усилили рабочие узлы, но почти не трогали скорость, потому что Свод доверяет броне. В характеристиках сейчас сильнее всего видны мобильность и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r04","Тягач","Тягач","4","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","4","0","stone_vault_ore_tug_frigate_r03","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","70000","1450","21","35","35","31","31","58","73","46","OreTugFrigate R4.","36","32","21","22","40","","","","6","","","Тягач развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. Четвертый ранг приносит более взрослые башни и сборочные горловины, поэтому роль становится заметнее. В характеристиках сейчас сильнее всего видны добыча руды и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r05","Желоб","Желоб","5","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","5","0","stone_vault_ore_tug_frigate_r04","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","160000","3700","25","37","37","30","30","62","78","53","OreTugFrigate R5.","40","31","20","25","48","","","","9","","","Желоб развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. Пятый ранг пережил первые столкновения с быстрыми соседями и получил больше устойчивости сверху. В характеристиках сейчас сильнее всего видны добыча руды и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r06","Вагон","Вагон","6","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","6","0","stone_vault_ore_tug_frigate_r05","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","365000","9000","30","44","44","30","30","66","83","61","OreTugFrigate R6.","45","33","22","29","53","","","","11","","","Вагон развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. Шестой ранг уже строят как тяжелую рабочую машину, а не как увеличенный фрегат. В характеристиках сейчас сильнее всего видны добыча руды и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r07","Рудник","Рудник","7","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","7","0","stone_vault_ore_tug_frigate_r06","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","850000","21000","34","45","45","35","35","70","88","46","OreTugFrigate R7.","48","36","23","33","50","","","","14","","","Рудник развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. С этого места линия принимает свою упрямую форму: меньше суеты, больше металла, тяги и верхней защиты. В характеристиках сейчас сильнее всего видны добыча руды и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r08","Скрепер","Скрепер","8","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","8","0","stone_vault_ore_tug_frigate_r07","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","1950000","49000","40","41","41","33","33","75","94","63","OreTugFrigate R8.","50","35","25","36","56","","","","16","","","Скрепер развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. Восьмой ранг добавляет дорогие плиты и крупные механизмы, которые раньше не помещались в этот класс. В характеристиках сейчас сильнее всего видны добыча руды и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r09","Буксир","Буксир","9","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","9","0","stone_vault_ore_tug_frigate_r08","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","4400000","108000","32","52","52","44","44","80","100","54","OreTugFrigate R9.","53","40","27","37","58","","","","17","","","Буксир развивает линию «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей. Девятый ранг почти завершает схему, оставляя финалу только последнюю перегрузку корпуса и узлов. В характеристиках сейчас сильнее всего видны добыча руды и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_ore_tug_frigate_r10","Карьер","Карьер","10","stone_vault","Каменный Свод","frigate","Frigate","Frigate","ore_tug","OreTug","development","ore_tug_frigate","OreTugFrigate","10","0","stone_vault_ore_tug_frigate_r09","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","9900000","238000","38","52","52","44","44","85","106","54","OreTugFrigate R10.","55","42","30","39","60","","","","18","","","Карьер - финальный T1-образец линии «рудный буксир»: фрегат с жерлом сбора и магнитом, который таскает мягкую и среднюю руду лучше обычных малых кораблей, доведенный до предела. Руда и груз растут раньше вооружения, а броня нужна прежде всего сверху, против падающих глыб. Поэтому в цифрах первыми читаются добыча руды и живучесть, а отсутствие боевого восстановления здоровья компенсируется запасом металла и верхней броней."
"stone_vault_single_gun_line_frigate_r02","Штырь","Штырь","2","stone_vault","Каменный Свод","frigate","Frigate","Frigate","single_gun_line","SingleGunLine","development","single_gun_line_frigate","SingleGunLineFrigate","2","1","stone_vault_starter","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","11000","160","20","23","23","33","33","30","38","0","SingleGunLineFrigate R2.","27","33","20","24","","","","","","","","Штырь развивает линию «линейная пушка»: фрегат с одной неадекватно крупной неподвижной пушкой, который страшен большим целям только при правильном заходе. Это ранняя машина, где еще виден простой ковшовый принцип: встать ниже цели, принять падение и не развалиться. В характеристиках сейчас сильнее всего видны мобильность и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_single_gun_line_frigate_r03","Болт","Болт","3","stone_vault","Каменный Свод","frigate","Frigate","Frigate","single_gun_line","SingleGunLine","development","single_gun_line_frigate","SingleGunLineFrigate","3","1","stone_vault_single_gun_line_frigate_r02","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","29000","520","30","32","32","37","37","36","45","0","SingleGunLineFrigate R3.","33","36","22","32","","","","","","","","Болт развивает линию «линейная пушка»: фрегат с одной неадекватно крупной неподвижной пушкой, который страшен большим целям только при правильном заходе. На третьем ранге инженеры усилили рабочие узлы, но почти не трогали скорость, потому что Свод доверяет броне. В характеристиках сейчас сильнее всего видны мобильность и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_single_gun_line_frigate_r04","Клин","Клин","4","stone_vault","Каменный Свод","frigate","Frigate","Frigate","single_gun_line","SingleGunLine","development","single_gun_line_frigate","SingleGunLineFrigate","4","1","stone_vault_single_gun_line_frigate_r03","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","70000","1450","39","29","29","32","32","38","48","0","SingleGunLineFrigate R4.","36","34","21","40","","","","","","","","Клин развивает линию «линейная пушка»: фрегат с одной неадекватно крупной неподвижной пушкой, который страшен большим целям только при правильном заходе. Четвертый ранг приносит более взрослые башни и сборочные горловины, поэтому роль становится заметнее. В характеристиках сейчас сильнее всего видны вооружение и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_single_gun_line_frigate_r05","Ствол","Ствол","5","stone_vault","Каменный Свод","frigate","Frigate","Frigate","single_gun_line","SingleGunLine","development","single_gun_line_frigate","SingleGunLineFrigate","5","1","stone_vault_single_gun_line_frigate_r04","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","160000","3700","37","35","35","45","45","42","52","0","SingleGunLineFrigate R5.","39","39","24","43","","","","","","","","Ствол развивает линию «линейная пушка»: фрегат с одной неадекватно крупной неподвижной пушкой, который страшен большим целям только при правильном заходе. Пятый ранг пережил первые столкновения с быстрыми соседями и получил больше устойчивости сверху. В характеристиках сейчас сильнее всего видны вооружение и мобильность; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
"stone_vault_single_gun_line_frigate_r06","Пролом","Пролом","6","stone_vault","Каменный Свод","frigate","Frigate","Frigate","single_gun_line","SingleGunLine","development","single_gun_line_frigate","SingleGunLineFrigate","6","1","stone_vault_single_gun_line_frigate_r05","basic_airship","","","","","","","placeholder_square","square","#8B7A5A","freight","365000","9000","45","49","49","45","45","45","56","0","SingleGunLineFrigate R6.","45","41","25","49","","","","","","","","Пролом развивает линию «линейная пушка»: фрегат с одной неадекватно крупной неподвижной пушкой, который страшен большим целям только при правильном заходе. Шестой ранг уже строят как тяжелую рабочую машину, а не как увеличенный фрегат. В характеристиках сейчас сильнее всего видны вооружение и живучесть; низкая мобильность и слабая маскировка остаются сознательной ценой Каменного Свода."
