mission_profile,mission_profile_ru,ship_id,local_name_ru,rank,faction_id,faction_name_ru,ship_class_id,role_id,branch_id,primary_activity,primary_activity_ru,primary_activity_score,combat_score,mining_score,gas_score,hunting_score,salvage_score,relic_score,repair_score,courier_score,effectiveness_multiplier,class_income_multiplier,mission_scope,mission_archetype,mission_base_fe,mission_required_power,ship_power_estimate,mission_success_factor,requirement_details,mission_capacity_multiplier,five_sortie_floor_fe,five_sortie_floor_applied,variance_multiplier,gross_total_value_fe,accumulated_total_value_fe,material_value_fe,intangible_value_fe,extraction_intangible_multiplier,extraction_intangible_bonus_fe,destroyed_total_value_fe,destroyed_liquid_fe,extracted_total_value_fe,extracted_liquid_fe,total_value_fe,freight_fe,extracted_freight_fe,resource_fe,profile_currency_fe,reputation_fe,extracted_reputation_fe,info_fe,liquid_fe,base_ship_xp,destroyed_ship_xp,extracted_ship_xp,ship_xp,base_mastery_points,destroyed_mastery_points,extracted_mastery_points,mastery_points,craft_full_eff_fe,craft_raw_fe,buy_estimate_fe,base_sorties,craft_payback_sorties,raw_craft_payback_sorties,buy_payback_sorties,craft_total_value_payback_sorties,raw_craft_total_value_payback_sorties,buy_total_value_payback_sorties,craft_lifetimes_to_payback,raw_craft_lifetimes_to_payback,buy_lifetimes_to_payback,activity_capacity_fe,activity_capacity_note,capacity_target_fe,capacity_vs_material_value,capacity_vs_required_value,capacity_vs_total_value,capacity_vs_liquid_value,capacity_vs_five_sortie_craft_target
quick,Быстрая,factory_ark_x_ray_scout_frigate_r05,Линза,5,factory_ark,Заводные Ковчеги,frigate,x_ray_scout,x_ray_scout_frigate,courier,Курьерка,45.17,26.00,0.00,0.00,0.00,15.00,36.00,0.00,45.17,1.0035,0.92,adaptive_ship_rank,quick_adaptive,17400.00,0.00,485.00,1.0000,quick_adaptive,1.00,0.00,no,0.9663,15523.41,15523.41,2328.51,13194.90,2.00,13194.90,13194.90,4967.49,28718.31,12263.49,28718.31,4967.49,9934.98,1862.81,465.70,6519.83,13039.67,0.00,12263.49,80,80,160,160,16,16,32,32,74983.00,299932.00,164962.60,12,6.11,24.46,13.45,2.61,10.44,5.74,0.51,2.04,1.12,41133.59,"лимит задается плотностью целей/контрактом, не трюмом",28718.31,17.67,1.43,1.43,3.35,2.74
quick,Быстрая,factory_ark_x_ray_scout_frigate_r06,Зонд,6,factory_ark,Заводные Ковчеги,frigate,x_ray_scout,x_ray_scout_frigate,courier,Курьерка,46.60,32.00,0.00,0.00,0.00,22.00,39.60,0.00,46.60,1.0158,0.92,adaptive_ship_rank,quick_adaptive,35000.00,0.00,829.94,1.0000,quick_adaptive,1.00,0.00,no,0.9771,31960.10,31960.10,4794.02,27166.09,2.00,27166.09,27166.09,10227.23,59126.19,25248.48,59126.19,10227.23,20454.47,3835.21,958.80,13423.24,26846.49,0.00,25248.48,160,160,320,320,18,18,36,36,190177.00,1074176.00,494460.20,12,7.53,42.54,19.58,3.22,18.17,8.36,0.63,3.55,1.63,85215.62,"лимит задается плотностью целей/контрактом, не трюмом",59126.19,17.78,1.44,1.44,3.38,2.24
quick,Быстрая,factory_ark_x_ray_scout_frigate_r07,Ведун,7,factory_ark,Заводные Ковчеги,frigate,x_ray_scout,x_ray_scout_frigate,courier,Курьерка,50.36,39.00,0.00,0.00,0.00,25.00,43.20,0.00,50.36,1.0432,0.92,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1429.41,1.0000,quick_adaptive,1.00,0.00,no,1.0411,69945.07,69945.07,10491.76,59453.31,2.00,59453.31,59453.31,22382.42,129398.37,55256.60,129398.37,22382.42,44764.84,8393.41,2098.35,29376.93,58753.85,0.00,55256.60,320,320,640,640,20,20,40,40,528776.00,2976008.00,1692083.20,12,9.57,53.86,30.62,4.09,23.00,13.08,0.80,4.49,2.55,189536.26,"лимит задается плотностью целей/контрактом, не трюмом",129398.37,18.07,1.46,1.46,3.43,1.79
quick,Быстрая,factory_ark_x_ray_scout_frigate_r08,Оптик,8,factory_ark,Заводные Ковчеги,frigate,x_ray_scout,x_ray_scout_frigate,courier,Курьерка,49.82,42.00,0.00,0.00,0.00,26.00,45.60,0.00,49.82,1.0432,0.92,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2469.00,1.0000,quick_adaptive,1.00,0.00,no,0.9664,129840.85,129840.85,19476.13,110364.73,2.00,110364.73,110364.73,41549.07,240205.58,102574.27,240205.58,41549.07,83098.15,15580.90,3895.23,54533.16,109066.32,0.00,102574.27,640,640,1280,1280,22,22,44,44,1348831.00,11584912.00,5125557.80,15,13.15,112.94,49.97,5.62,48.23,21.34,0.88,7.53,3.33,351030.43,"лимит задается плотностью целей/контрактом, не трюмом",240205.58,18.02,1.46,1.46,3.42,1.30
quick,Быстрая,factory_ark_x_ray_scout_frigate_r09,Смотритель,9,factory_ark,Заводные Ковчеги,frigate,x_ray_scout,x_ray_scout_frigate,courier,Курьерка,52.42,46.00,0.00,0.00,0.00,28.00,49.20,0.00,52.42,1.0630,0.92,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4176.48,1.0000,quick_adaptive,1.00,0.00,no,0.9660,268306.16,268306.16,40245.92,228060.24,2.00,228060.24,228060.24,85857.97,496366.40,211961.87,496366.40,85857.97,171715.94,32196.74,8049.18,112688.59,225377.18,0.00,211961.87,1280,1280,2560,2560,25,25,50,50,3224189.00,26706984.00,14186431.60,15,15.21,126.00,66.93,6.50,53.80,28.58,1.01,8.40,4.46,733443.41,"лимит задается плотностью целей/контрактом, не трюмом",496366.40,18.22,1.48,1.48,3.46,1.14
quick,Быстрая,factory_ark_x_ray_scout_frigate_r10,Спектр,10,factory_ark,Заводные Ковчеги,frigate,x_ray_scout,x_ray_scout_frigate,courier,Курьерка,55.28,50.00,0.00,0.00,0.00,30.00,51.60,0.00,55.28,1.0827,0.92,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7205.76,1.0000,quick_adaptive,1.00,0.00,no,0.9544,551337.73,551337.73,82700.66,468637.07,2.00,468637.07,468637.07,176428.07,1019974.80,435556.80,1019974.80,176428.07,352856.15,66160.53,16540.13,231561.85,463123.69,0.00,435556.80,2560,2560,5120,5120,27,27,54,54,13384194.00,67347816.00,66920970.00,15,30.73,154.62,153.64,13.12,66.03,65.61,2.05,10.31,10.24,1525372.31,"лимит задается плотностью целей/контрактом, не трюмом",1019974.80,18.44,1.50,1.50,3.50,0.57
quick,Быстрая,mist_synod_chemical_cruiser_r02,Колба,2,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,courier,Курьерка,39.81,0.00,0.00,30.00,0.00,0.00,0.00,0.00,39.81,0.9603,1.00,adaptive_ship_rank,quick_adaptive,2200.00,0.00,94.32,1.0000,quick_adaptive,1.00,0.00,no,0.9543,2016.22,2016.22,302.43,1713.79,2.00,1713.79,1713.79,645.19,3730.01,1592.82,3730.01,645.19,1290.38,241.95,60.49,846.81,1693.63,0.00,1592.82,10,10,20,20,9,9,18,18,6370.00,12740.00,8281.00,10,4.00,8.00,5.20,1.71,3.42,2.22,0.40,0.80,0.52,5217.59,"лимит задается плотностью целей/контрактом, не трюмом",3730.01,17.25,1.40,1.40,3.28,4.10
quick,Быстрая,mist_synod_chemical_cruiser_r03,Смеситель,3,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,courier,Курьерка,43.86,8.00,8.00,42.00,0.00,0.00,0.00,0.00,43.86,1.0002,1.00,adaptive_ship_rank,quick_adaptive,4400.00,0.00,162.25,1.0000,quick_adaptive,1.00,0.00,no,1.0064,4428.69,4428.69,664.30,3764.39,2.00,3764.39,3764.39,1417.18,8193.08,3498.67,8193.08,1417.18,2834.36,531.44,132.86,1860.05,3720.10,0.00,3498.67,20,20,40,40,11,11,22,22,17640.00,35280.00,26460.00,10,5.04,10.08,7.56,2.15,4.31,3.23,0.50,1.01,0.76,11667.98,"лимит задается плотностью целей/контрактом, не трюмом",8193.08,17.56,1.42,1.42,3.33,3.31
quick,Быстрая,mist_synod_chemical_cruiser_r04,Алхимик,4,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,55.00,14.00,14.00,55.00,0.00,0.00,4.80,0.00,47.81,1.0574,1.00,adaptive_ship_rank,quick_adaptive,8700.00,0.00,279.21,1.0000,quick_adaptive,1.00,0.00,no,1.0185,9369.48,9369.48,7120.80,2248.67,2.00,2248.67,2248.67,1218.03,11618.15,9556.87,11618.15,1218.03,2436.06,6183.85,936.95,187.39,374.78,0.00,9556.87,90,90,180,180,12,12,24,24,44915.00,175500.00,80847.00,10,4.70,18.36,8.46,3.87,15.11,6.96,0.47,1.84,0.85,196185000.00,void_smoke / 327.0 т конденсата,7120.80,27550.97,27550.97,16886.08,20528.17,21839.59
quick,Быстрая,mist_synod_chemical_cruiser_r05,Мембрана,5,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,62.00,18.00,20.00,62.00,0.00,0.00,8.40,0.00,50.14,1.0917,1.00,adaptive_ship_rank,quick_adaptive,17400.00,0.00,484.20,1.0000,quick_adaptive,1.00,0.00,no,1.0369,19697.92,19697.92,14970.42,4727.50,2.00,4727.50,4727.50,2560.73,24425.42,20091.88,24425.42,2560.73,5121.46,13000.63,1969.79,393.96,787.92,0.00,20091.88,180,180,360,360,14,14,28,28,112348.00,449392.00,247165.60,12,5.59,22.37,12.30,4.60,18.40,10.12,0.47,1.86,1.03,223830000.00,void_smoke / 373.0 т конденсата,14970.42,14951.49,14951.49,9163.81,11140.32,9961.46
quick,Быстрая,mist_synod_chemical_cruiser_r06,Реактор,6,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,70.00,22.00,28.00,70.00,0.00,0.00,12.00,0.00,53.62,1.1329,1.00,adaptive_ship_rank,quick_adaptive,35000.00,0.00,830.62,1.0000,quick_adaptive,1.00,0.00,no,1.0109,40082.21,40082.21,30462.48,9619.73,2.00,9619.73,9619.73,5210.69,49701.94,40883.85,49701.94,5210.69,10421.37,26454.26,4008.22,801.64,1603.29,0.00,40883.85,360,360,720,720,16,16,32,32,285258.00,1785696.00,741670.80,12,6.98,43.68,18.14,5.74,35.93,14.92,0.58,3.64,1.51,249120000.00,void_smoke / 415.2 т конденсата,30462.48,8177.93,8177.93,5012.28,6093.36,4366.57
quick,Быстрая,mist_synod_chemical_cruiser_r07,Сепаратор,7,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,78.00,25.00,32.00,78.00,0.00,0.00,14.40,0.00,56.84,1.1745,1.00,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1427.09,1.0000,quick_adaptive,1.00,0.00,no,1.0309,84761.41,84761.41,64418.67,20342.74,2.00,20342.74,20342.74,11018.98,105104.15,86456.64,105104.15,11018.98,22037.97,55942.53,8476.14,1695.23,3390.46,0.00,86456.64,720,720,1440,1440,18,18,36,36,724866.00,4652008.00,2319571.20,12,8.38,53.81,26.83,6.90,44.26,22.07,0.70,4.48,2.24,275706000.00,void_smoke / 459.5 т конденсата,64418.67,4279.91,4279.91,2623.17,3188.95,1901.77
quick,Быстрая,mist_synod_chemical_cruiser_r08,Конденсор,8,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,84.00,28.00,36.00,84.00,0.00,0.00,16.80,0.00,58.78,1.2032,1.00,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2468.00,1.0000,quick_adaptive,1.00,0.00,no,0.9652,162586.59,162586.59,123565.81,39020.78,2.00,39020.78,39020.78,21136.26,201607.38,165838.32,201607.38,21136.26,42272.51,107307.15,16258.66,3251.73,6503.46,0.00,165838.32,1440,1440,2880,2880,20,20,40,40,1639441.00,14186320.00,6229875.80,15,9.89,85.54,37.57,8.13,70.37,30.90,0.66,5.70,2.50,300672000.00,void_smoke / 501.1 т конденсата,123565.81,2433.29,2433.29,1491.37,1813.04,917.00
quick,Быстрая,mist_synod_chemical_cruiser_r09,Лаборат,9,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,90.00,30.00,40.00,90.00,0.00,0.00,19.20,0.00,61.91,1.2358,1.00,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4169.76,1.0000,quick_adaptive,1.00,0.00,no,1.0184,357403.96,357403.96,271627.01,85776.95,2.00,85776.95,85776.95,46462.51,443180.91,364552.04,443180.91,46462.51,92925.03,235886.61,35740.40,7148.08,14296.16,0.00,364552.04,2880,2880,5760,5760,22,22,44,44,4440452.00,39198576.00,19537988.80,15,12.18,107.53,53.59,10.02,88.45,44.09,0.81,7.17,3.57,323745000.00,void_smoke / 539.6 т конденсата,271627.01,1191.87,1191.87,730.50,888.06,364.54
quick,Быстрая,mist_synod_chemical_cruiser_r10,Формула,10,mist_synod,Туманный Синод,cruiser,chemical,chemical_cruiser,gas,Газ,94.00,32.00,42.00,94.00,0.00,0.00,20.40,0.00,64.48,1.2591,1.00,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7182.72,1.0000,quick_adaptive,1.00,0.00,no,0.9739,711180.85,711180.85,540497.45,170683.40,2.00,170683.40,170683.40,92453.51,881864.25,725404.47,881864.25,92453.51,184907.02,469379.36,71118.09,14223.62,28447.23,0.00,725404.47,5760,5760,11520,11520,24,24,48,48,16608722.00,98222336.00,83043610.00,15,22.90,135.40,114.48,18.83,111.38,94.17,1.53,9.03,7.63,344442000.00,void_smoke / 574.1 т конденсата,540497.45,637.27,637.27,390.58,474.83,103.69
quick,Быстрая,mist_synod_dome_recon_frigate_r02,Кокон,2,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,43.93,0.00,0.00,16.00,0.00,0.00,14.40,0.00,43.93,0.9694,0.92,adaptive_ship_rank,quick_adaptive,2200.00,0.00,95.12,1.0000,quick_adaptive,1.00,0.00,no,0.9499,1863.84,1863.84,279.58,1584.26,2.00,1584.26,1584.26,596.43,3448.10,1472.43,3448.10,596.43,1192.86,223.66,55.92,782.81,1565.63,0.00,1472.43,10,10,20,20,9,9,18,18,4540.00,9080.00,5902.00,10,3.08,6.17,4.01,1.32,2.63,1.71,0.31,0.62,0.40,4912.04,"лимит задается плотностью целей/контрактом, не трюмом",3448.10,17.57,1.42,1.42,3.34,5.41
quick,Быстрая,mist_synod_dome_recon_frigate_r03,Завесник,3,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,47.30,6.00,0.00,24.00,0.00,0.00,21.60,0.00,47.30,0.9993,0.92,adaptive_ship_rank,quick_adaptive,4400.00,0.00,163.00,1.0000,quick_adaptive,1.00,0.00,no,1.0387,4201.71,4201.71,630.26,3571.45,2.00,3571.45,3571.45,1344.55,7773.17,3319.35,7773.17,1344.55,2689.10,504.21,126.05,1764.72,3529.44,0.00,3319.35,20,20,40,40,11,11,22,22,13010.00,26020.00,19515.00,10,3.92,7.84,5.88,1.67,3.35,2.51,0.39,0.78,0.59,11237.08,"лимит задается плотностью целей/контрактом, не трюмом",7773.17,17.83,1.45,1.45,3.39,4.32
quick,Быстрая,mist_synod_dome_recon_frigate_r04,Мираж,4,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,47.58,9.00,0.00,32.00,0.00,0.00,28.80,0.00,47.58,1.0116,0.92,adaptive_ship_rank,quick_adaptive,8700.00,0.00,278.69,1.0000,quick_adaptive,1.00,0.00,no,1.0586,8571.21,8571.21,1285.68,7285.53,2.00,7285.53,7285.53,2742.79,15856.75,6771.26,15856.75,2742.79,5485.58,1028.55,257.14,3599.91,7199.82,0.00,6771.26,40,40,80,80,13,13,26,26,33534.00,134136.00,60361.20,10,4.95,19.81,8.91,2.11,8.46,3.81,0.50,1.98,0.89,22950.66,"лимит задается плотностью целей/контрактом, не трюмом",15856.75,17.85,1.45,1.45,3.39,3.42
quick,Быстрая,mist_synod_dome_recon_frigate_r05,Полость,5,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,52.12,11.00,0.00,38.00,0.00,0.00,34.80,0.00,52.12,1.0458,0.92,adaptive_ship_rank,quick_adaptive,17400.00,0.00,483.90,1.0000,quick_adaptive,1.00,0.00,no,0.9819,16437.16,16437.16,2465.57,13971.59,2.00,13971.59,13971.59,5259.89,30408.75,12985.36,30408.75,5259.89,10519.79,1972.46,493.11,6903.61,13807.22,0.00,12985.36,80,80,160,160,16,16,32,32,76632.00,306528.00,168590.40,12,5.90,23.61,12.98,2.52,10.08,5.54,0.49,1.97,1.08,44875.72,"лимит задается плотностью целей/контрактом, не трюмом",30408.75,18.20,1.48,1.48,3.46,2.93
quick,Быстрая,mist_synod_dome_recon_frigate_r06,Ореол,6,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,54.69,14.00,0.00,44.00,0.00,0.00,40.80,0.00,54.69,1.0684,0.92,adaptive_ship_rank,quick_adaptive,35000.00,0.00,827.22,1.0000,quick_adaptive,1.00,0.00,no,0.9633,33141.50,33141.50,4971.22,28170.27,2.00,28170.27,28170.27,10605.28,61311.77,26181.78,61311.77,10605.28,21210.56,3976.98,994.24,13919.43,27838.86,0.00,26181.78,160,160,320,320,18,18,36,36,193008.00,1098424.00,501820.80,12,7.37,41.95,19.17,3.15,17.92,8.18,0.61,3.50,1.60,91465.66,"лимит задается плотностью целей/контрактом, не трюмом",61311.77,18.40,1.49,1.49,3.49,2.37
quick,Быстрая,mist_synod_dome_recon_frigate_r07,Сфера,7,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,57.51,17.00,0.00,48.00,0.00,0.00,44.40,0.00,57.51,1.0897,0.92,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1418.39,1.0000,quick_adaptive,1.00,0.00,no,1.0214,71676.60,71676.60,10751.49,60925.11,2.00,60925.11,60925.11,22936.51,132601.71,56624.51,132601.71,22936.51,45873.02,8601.19,2150.30,30104.17,60208.34,0.00,56624.51,320,320,640,640,20,20,40,40,513372.00,2910456.00,1642790.40,12,9.07,51.40,29.01,3.87,21.95,12.39,0.76,4.28,2.42,200153.99,"лимит задается плотностью целей/контрактом, не трюмом",132601.71,18.62,1.51,1.51,3.53,1.95
quick,Быстрая,mist_synod_dome_recon_frigate_r08,Затвор,8,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,58.31,19.00,0.00,50.00,0.00,0.00,46.80,0.00,58.31,1.0960,0.92,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2449.50,1.0000,quick_adaptive,1.00,0.00,no,0.9609,135645.31,135645.31,20346.80,115298.51,2.00,115298.51,115298.51,43406.50,250943.83,107159.80,250943.83,43406.50,86813.00,16277.44,4069.36,56971.03,113942.06,0.00,107159.80,640,640,1280,1280,22,22,44,44,1373614.00,11964552.00,5219733.20,15,12.82,111.65,48.71,5.47,47.68,20.80,0.85,7.44,3.25,380038.74,"лимит задается плотностью целей/контрактом, не трюмом",250943.83,18.68,1.51,1.51,3.55,1.38
quick,Быстрая,mist_synod_dome_recon_frigate_r09,Фантом,9,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,61.02,21.00,0.00,52.00,0.00,0.00,51.60,0.00,61.02,1.1140,0.92,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4136.16,1.0000,quick_adaptive,1.00,0.00,no,0.9779,284637.44,284637.44,42695.62,241941.82,2.00,241941.82,241941.82,91083.98,526579.26,224863.57,526579.26,91083.98,182167.96,34156.49,8539.12,119547.72,239095.45,0.00,224863.57,1280,1280,2560,2560,25,25,50,50,3131211.00,26525856.00,13777328.40,15,13.92,117.96,61.27,5.95,50.37,26.16,0.93,7.86,4.08,806390.31,"лимит задается плотностью целей/контрактом, не трюмом",526579.26,18.89,1.53,1.53,3.59,1.29
quick,Быстрая,mist_synod_dome_recon_frigate_r10,Покров,10,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,63.02,23.00,0.00,54.00,0.00,0.00,58.80,0.00,63.02,1.1347,0.92,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7119.36,1.0000,quick_adaptive,1.00,0.00,no,0.9841,595887.87,595887.87,89383.18,506504.69,2.00,506504.69,506504.69,190684.12,1102392.55,470751.42,1102392.55,190684.12,381368.23,71506.54,17876.64,250272.90,500545.81,0.00,470751.42,2560,2560,5120,5120,27,27,54,54,13480867.00,69247960.00,67404335.00,15,28.64,147.10,143.18,12.23,62.82,61.14,1.91,9.81,9.55,1701956.30,"лимит задается плотностью целей/контрактом, не трюмом",1102392.55,19.04,1.54,1.54,3.62,0.63
quick,Быстрая,mist_synod_gas_combine_battleship_r02,Сосуд,2,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,courier,Курьерка,37.23,0.00,0.00,35.00,0.00,0.00,8.40,0.00,37.23,0.9607,1.12,adaptive_ship_rank,quick_adaptive,2200.00,0.00,95.64,1.0000,quick_adaptive,1.00,0.00,no,0.9492,2246.74,2246.74,337.01,1909.73,2.00,1909.73,1909.73,718.96,4156.47,1774.92,4156.47,718.96,1437.91,269.61,67.40,943.63,1887.26,0.00,1774.92,10,10,20,20,9,9,18,18,9850.00,19700.00,12805.00,10,5.55,11.10,7.21,2.37,4.74,3.08,0.55,1.11,0.72,5747.10,"лимит задается плотностью целей/контрактом, не трюмом",4156.47,17.05,1.38,1.38,3.24,2.92
quick,Быстрая,mist_synod_gas_combine_battleship_r03,Баллон,3,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,46.00,10.00,0.00,46.00,0.00,0.00,14.40,0.00,39.88,1.0062,1.12,adaptive_ship_rank,quick_adaptive,4400.00,0.00,164.36,1.0000,quick_adaptive,1.00,0.00,no,0.9671,4795.37,4795.37,3644.48,1150.89,2.00,1150.89,1150.89,623.40,5946.26,4891.28,5946.26,623.40,1246.80,3164.94,479.54,95.91,191.81,0.00,4891.28,45,45,90,90,10,10,20,20,25980.00,51960.00,38970.00,10,5.31,10.62,7.97,4.37,8.74,6.55,0.53,1.06,0.80,1498860000.00,void_smoke / 2498.1 т конденсата,3644.48,411268.59,411268.59,252067.85,306435.42,288464.20
quick,Быстрая,mist_synod_gas_combine_battleship_r04,Гало,4,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,58.00,16.00,12.00,58.00,0.00,0.00,22.80,0.00,42.99,1.0607,1.12,adaptive_ship_rank,quick_adaptive,8700.00,0.00,282.69,1.0000,quick_adaptive,1.00,0.00,no,0.9650,9973.95,9973.95,7580.20,2393.75,2.00,2393.75,2393.75,1296.61,12367.70,10173.43,12367.70,1296.61,2593.23,6582.81,997.40,199.48,398.96,0.00,10173.43,90,90,180,180,12,12,24,24,65413.00,254972.00,117743.40,10,6.43,25.06,11.57,5.29,20.62,9.52,0.64,2.51,1.16,1776090000.00,void_smoke / 2960.1 т конденсата,7580.20,234306.42,234306.42,143607.16,174581.25,135759.71
quick,Быстрая,mist_synod_gas_combine_battleship_r05,Дистилль,5,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,66.00,24.00,18.00,66.00,0.00,0.00,28.80,0.00,47.70,1.1076,1.12,adaptive_ship_rank,quick_adaptive,17400.00,0.00,493.80,1.0000,quick_adaptive,1.00,0.00,no,0.9900,21369.64,21369.64,16240.93,5128.71,2.00,5128.71,5128.71,2778.05,26498.36,21797.04,26498.36,2778.05,5556.11,14103.96,2136.96,427.39,854.79,0.00,21797.04,180,180,360,360,14,14,28,28,166543.00,654692.00,366394.60,12,7.64,30.04,16.81,6.29,24.71,13.83,0.64,2.50,1.40,2058210000.00,void_smoke / 3430.3 т конденсата,16240.93,126729.82,126729.82,77673.12,94426.14,61792.15
quick,Быстрая,mist_synod_gas_combine_battleship_r06,Атмосфер,6,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,74.00,30.00,26.00,74.00,0.00,0.00,34.80,0.00,50.54,1.1460,1.12,adaptive_ship_rank,quick_adaptive,35000.00,0.00,845.92,1.0000,quick_adaptive,1.00,0.00,no,0.9889,44427.01,44427.01,33764.53,10662.48,2.00,10662.48,10662.48,5775.51,55089.49,45315.55,55089.49,5775.51,11551.02,29321.83,4442.70,888.54,1777.08,0.00,45315.55,360,360,720,720,16,16,32,32,428071.00,2758704.00,1112984.60,12,9.45,60.88,24.56,7.77,50.08,20.20,0.79,5.07,2.05,2357610000.00,void_smoke / 3929.3 т конденсата,33764.53,69825.06,69825.06,42796.00,52026.51,27537.60
quick,Быстрая,mist_synod_gas_combine_battleship_r07,Облачник,7,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,80.00,36.00,32.00,80.00,0.00,0.00,37.20,0.00,54.13,1.1806,1.12,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1455.51,1.0000,quick_adaptive,1.00,0.00,no,1.0225,94636.43,94636.43,71923.69,22712.74,2.00,22712.74,22712.74,12302.74,117349.17,96529.16,117349.17,12302.74,24605.47,62460.04,9463.64,1892.73,3785.46,0.00,96529.16,720,720,1440,1440,18,18,36,36,1114106.00,7350528.00,3565139.20,12,11.54,76.15,36.93,9.49,62.64,30.38,0.96,6.35,3.08,2620800000.00,void_smoke / 4368.0 т конденсата,71923.69,36438.62,36438.62,22333.35,27150.35,11761.90
quick,Быстрая,mist_synod_gas_combine_battleship_r08,Барокамера,8,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,84.00,38.00,38.00,84.00,0.00,0.00,39.60,0.00,58.14,1.2077,1.12,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2521.00,1.0000,quick_adaptive,1.00,0.00,no,0.9986,189097.57,189097.57,143714.15,45383.42,2.00,45383.42,45383.42,24582.68,234480.99,192879.52,234480.99,24582.68,49165.37,124804.40,18909.76,3781.95,7563.90,0.00,192879.52,1440,1440,2880,2880,20,20,40,40,2808654.00,24605352.00,10672885.20,15,14.56,127.57,55.33,11.98,104.94,45.52,0.97,8.50,3.69,2867520000.00,void_smoke / 4779.2 т конденсата,143714.15,19952.94,19952.94,12229.22,14866.90,5104.79
quick,Быстрая,mist_synod_gas_combine_battleship_r09,Небула,9,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,88.00,42.00,44.00,88.00,0.00,0.00,43.20,0.00,61.05,1.2315,1.12,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4256.28,1.0000,quick_adaptive,1.00,0.00,no,0.9696,379782.88,379782.88,288634.99,91147.89,2.00,91147.89,91147.89,49371.77,470930.77,387378.54,470930.77,49371.77,98743.55,250656.70,37978.29,7595.66,15191.32,0.00,387378.54,2880,2880,5760,5760,22,22,44,44,6668632.00,59374408.00,29341980.80,15,17.21,153.27,75.74,14.16,126.08,62.31,1.15,10.22,5.05,3093420000.00,void_smoke / 5155.7 т конденсата,288634.99,10717.41,10717.41,6568.74,7985.52,2319.38
quick,Быстрая,mist_synod_gas_combine_battleship_r10,Комбинат,10,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,92.00,46.00,48.00,92.00,0.00,0.00,45.60,0.00,63.96,1.2552,1.12,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7332.48,1.0000,quick_adaptive,1.00,0.00,no,0.9463,771654.01,771654.01,586457.05,185196.96,2.00,185196.96,185196.96,100315.02,956850.97,787087.09,956850.97,100315.02,200630.04,509291.65,77165.40,15433.08,30866.16,0.00,787087.09,5760,5760,11520,11520,24,24,48,48,22128254.00,145351588.00,110641270.00,15,28.11,184.67,140.57,23.13,151.91,115.63,1.87,12.31,9.37,3325800000.00,void_smoke / 5543.0 т конденсата,586457.05,5671.00,5671.00,3475.78,4225.45,751.48
