recipe_id,ship_id,local_name_ru,rank,faction_id,ship_class_id,role_id,branch_id,producer_building_id,scenario_id,scenario_ru,economy_level,time_level,building_level,final_assembly_min,item_work_min,total_work_min,staged_parallel_min,total_work_hours,staged_parallel_hours,metallurgy_min,chemical_reactor_min,construction_min,mechanical_min,instrumentation_min,assembly_min
craft_mist_synod_chemical_cruiser_r07,mist_synod_chemical_cruiser_r07,Сепаратор,7,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,68470.00,68807.50,53082.50,1146.79,884.71,17565.00,12185.00,35180.00,2740.00,800.00,0.00
craft_mist_synod_chemical_cruiser_r07,mist_synod_chemical_cruiser_r07,Сепаратор,7,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,7161.08,7251.08,5954.54,120.85,99.24,1173.64,824.57,4690.90,365.33,106.64,0.00
craft_mist_synod_chemical_cruiser_r08,mist_synod_chemical_cruiser_r08,Конденсор,8,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,148865.00,149540.00,102102.50,2492.33,1701.71,36947.50,26897.50,58430.00,14460.00,6080.00,6050.00
craft_mist_synod_chemical_cruiser_r08,mist_synod_chemical_cruiser_r08,Конденсор,8,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,10780.70,10960.70,8188.19,182.68,136.47,1683.90,1233.23,5517.62,1087.33,451.95,806.67
craft_mist_synod_chemical_cruiser_r09,mist_synod_chemical_cruiser_r09,Лаборат,9,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,389207.50,390445.00,258170.00,6507.42,4302.83,93627.50,72240.00,146130.00,39235.00,20800.00,17175.00
craft_mist_synod_chemical_cruiser_r09,mist_synod_chemical_cruiser_r09,Лаборат,9,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,27260.60,27590.60,20125.63,459.84,335.43,4146.27,3181.04,13359.35,2897.35,1386.58,2290.01
craft_mist_synod_chemical_cruiser_r10,mist_synod_chemical_cruiser_r10,Формула,10,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,931992.50,934242.50,624815.00,15570.71,10413.58,235620.00,170157.50,349070.00,89890.00,49380.00,37875.00
craft_mist_synod_chemical_cruiser_r10,mist_synod_chemical_cruiser_r10,Формула,10,mist_synod,cruiser,chemical,chemical_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,68479.49,69079.49,50952.44,1151.32,849.21,12109.83,7766.05,33192.59,6769.33,3591.67,5050.02
craft_mist_synod_repair_cruiser_r02,mist_synod_repair_cruiser_r02,Смола,2,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r02,mist_synod_repair_cruiser_r02,Смола,2,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r03,mist_synod_repair_cruiser_r03,Латка,3,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r03,mist_synod_repair_cruiser_r03,Латка,3,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r04,mist_synod_repair_cruiser_r04,Терапевт,4,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1315.00,1337.50,707.50,22.29,11.79,630.00,685.00,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r04,mist_synod_repair_cruiser_r04,Терапевт,4,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,188.68,194.68,107.30,3.24,1.79,87.38,101.30,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r05,mist_synod_repair_cruiser_r05,Полимер,5,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,3242.50,3298.75,1761.25,54.98,29.35,1537.50,1705.00,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r05,mist_synod_repair_cruiser_r05,Полимер,5,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,446.03,461.03,248.92,7.68,4.15,212.11,233.92,0.00,0.00,0.00,0.00
craft_mist_synod_repair_cruiser_r06,mist_synod_repair_cruiser_r06,Бальзам,6,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,25235.00,25385.00,19557.50,423.08,325.96,6487.50,4407.50,12920.00,800.00,620.00,0.00
craft_mist_synod_repair_cruiser_r06,mist_synod_repair_cruiser_r06,Бальзам,6,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2653.03,2693.03,2203.76,44.88,36.73,441.01,299.96,1722.75,106.66,82.65,0.00
craft_mist_synod_repair_cruiser_r07,mist_synod_repair_cruiser_r07,Целитель,7,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,66442.50,66780.00,51145.00,1113.00,852.42,17007.50,11580.00,33800.00,2175.00,1880.00,0.00
craft_mist_synod_repair_cruiser_r07,mist_synod_repair_cruiser_r07,Целитель,7,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,6967.61,7057.61,5738.44,117.63,95.64,1141.57,778.57,4506.87,289.98,250.62,0.00
craft_mist_synod_repair_cruiser_r08,mist_synod_repair_cruiser_r08,Регенер,8,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,144592.50,145267.50,93965.00,2421.12,1566.08,33225.00,27612.50,53740.00,12330.00,11360.00,6325.00
craft_mist_synod_repair_cruiser_r08,mist_synod_repair_cruiser_r08,Регенер,8,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,10335.52,10515.52,7490.39,175.26,124.84,1477.68,1275.86,4989.37,912.03,837.24,843.34
craft_mist_synod_repair_cruiser_r09,mist_synod_repair_cruiser_r09,Астрал,9,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,377767.50,379005.00,244505.00,6316.75,4075.08,91497.50,68940.00,132820.00,37260.00,28300.00,18950.00
craft_mist_synod_repair_cruiser_r09,mist_synod_repair_cruiser_r09,Астрал,9,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,25580.18,25910.18,18157.20,431.84,302.62,3831.05,3009.13,11469.46,2684.05,2059.80,2526.69
craft_mist_synod_repair_cruiser_r10,mist_synod_repair_cruiser_r10,Амальгама,10,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,961617.50,963867.50,630235.00,16064.46,10503.92,238545.00,176262.50,345790.00,85410.00,71960.00,43650.00
craft_mist_synod_repair_cruiser_r10,mist_synod_repair_cruiser_r10,Амальгама,10,mist_synod,cruiser,repair,repair_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,69065.38,69665.38,50034.64,1161.09,833.91,11695.48,8046.48,31919.10,6274.13,5310.13,5820.06
craft_mist_synod_heavy_egg_battleship_r02,mist_synod_heavy_egg_battleship_r02,Ядро,2,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r02,mist_synod_heavy_egg_battleship_r02,Ядро,2,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r03,mist_synod_heavy_egg_battleship_r03,Овоид,3,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r03,mist_synod_heavy_egg_battleship_r03,Овоид,3,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r04,mist_synod_heavy_egg_battleship_r04,Пламень,4,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,2197.50,2220.00,1547.50,37.00,25.79,1525.00,672.50,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r04,mist_synod_heavy_egg_battleship_r04,Пламень,4,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,300.08,306.08,211.43,5.10,3.52,205.43,94.65,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r05,mist_synod_heavy_egg_battleship_r05,Саламандр,5,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,5577.50,5633.75,3791.25,93.90,63.19,3735.00,1842.50,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r05,mist_synod_heavy_egg_battleship_r05,Саламандр,5,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,756.20,771.20,515.24,12.85,8.59,500.24,255.96,0.00,0.00,0.00,0.00
craft_mist_synod_heavy_egg_battleship_r06,mist_synod_heavy_egg_battleship_r06,Пекло,6,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,39885.00,40035.00,33052.50,667.25,550.88,12242.50,5907.50,20660.00,855.00,220.00,0.00
craft_mist_synod_heavy_egg_battleship_r06,mist_synod_heavy_egg_battleship_r06,Пекло,6,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,4175.37,4215.37,3672.04,70.26,61.20,877.42,399.97,2754.62,114.02,29.34,0.00
craft_mist_synod_heavy_egg_battleship_r07,mist_synod_heavy_egg_battleship_r07,Сириус,7,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,108005.00,108342.50,89402.50,1805.71,1490.04,32705.00,16060.00,56360.00,2330.00,550.00,0.00
craft_mist_synod_heavy_egg_battleship_r07,mist_synod_heavy_egg_battleship_r07,Сириус,7,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,11283.81,11373.81,9910.48,189.56,165.17,2305.96,1079.26,7514.52,310.72,73.35,0.00
craft_mist_synod_heavy_egg_battleship_r08,mist_synod_heavy_egg_battleship_r08,Солнцебой,8,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,249242.50,249917.50,181392.50,4165.29,3023.21,67557.50,40730.00,103110.00,19375.00,8420.00,10050.00
craft_mist_synod_heavy_egg_battleship_r08,mist_synod_heavy_egg_battleship_r08,Солнцебой,8,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,18410.29,18590.29,14728.32,309.84,245.47,3248.97,1858.54,9959.33,1442.13,561.30,1340.02
craft_mist_synod_heavy_egg_battleship_r09,mist_synod_heavy_egg_battleship_r09,Апофеоз,9,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,651895.00,653132.50,471620.00,10885.54,7860.33,179957.50,107032.50,262750.00,50940.00,23540.00,27675.00
craft_mist_synod_heavy_egg_battleship_r09,mist_synod_heavy_egg_battleship_r09,Апофеоз,9,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,46950.54,47280.54,37427.97,788.01,623.80,9013.53,4694.98,24394.39,3588.35,1569.24,3690.05
craft_mist_synod_heavy_egg_battleship_r10,mist_synod_heavy_egg_battleship_r10,Инферно,10,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,1473627.50,1475877.50,1079875.00,24597.96,17997.92,424470.00,238227.50,597630.00,107995.00,49780.00,55525.00
craft_mist_synod_heavy_egg_battleship_r10,mist_synod_heavy_egg_battleship_r10,Инферно,10,mist_synod,battleship,heavy_egg,heavy_egg_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,112059.51,112659.51,90359.58,1877.66,1505.99,24198.78,10873.95,58157.36,8107.50,3318.48,7403.44
craft_mist_synod_gas_combine_battleship_r02,mist_synod_gas_combine_battleship_r02,Сосуд,2,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r02,mist_synod_gas_combine_battleship_r02,Сосуд,2,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r03,mist_synod_gas_combine_battleship_r03,Баллон,3,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r03,mist_synod_gas_combine_battleship_r03,Баллон,3,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r04,mist_synod_gas_combine_battleship_r04,Гало,4,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,2092.50,2115.00,1252.50,35.25,20.88,1230.00,862.50,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r04,mist_synod_gas_combine_battleship_r04,Гало,4,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,298.71,304.71,175.41,5.08,2.92,169.41,129.30,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r05,mist_synod_gas_combine_battleship_r05,Дистилль,5,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,5210.00,5266.25,3198.75,87.77,53.31,3142.50,2067.50,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r05,mist_synod_gas_combine_battleship_r05,Дистилль,5,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,704.12,719.12,439.86,11.99,7.33,424.86,279.26,0.00,0.00,0.00,0.00
craft_mist_synod_gas_combine_battleship_r06,mist_synod_gas_combine_battleship_r06,Атмосфер,6,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,41137.50,41287.50,32622.50,688.12,543.71,11652.50,6865.00,20820.00,1400.00,400.00,0.00
craft_mist_synod_gas_combine_battleship_r06,mist_synod_gas_combine_battleship_r06,Атмосфер,6,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,4312.67,4352.67,3650.02,72.54,60.83,834.04,462.66,2775.98,186.67,53.32,0.00
craft_mist_synod_gas_combine_battleship_r07,mist_synod_gas_combine_battleship_r07,Облачник,7,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,110767.50,111105.00,87465.00,1851.75,1457.75,29657.50,18945.00,57470.00,3695.00,1000.00,0.00
craft_mist_synod_gas_combine_battleship_r07,mist_synod_gas_combine_battleship_r07,Облачник,7,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,11549.43,11639.43,9736.20,193.99,162.27,1983.60,1277.25,7662.60,492.68,133.30,0.00
craft_mist_synod_gas_combine_battleship_r08,mist_synod_gas_combine_battleship_r08,Барокамера,8,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,256282.50,256957.50,175885.00,4282.62,2931.42,63185.00,46862.50,101750.00,23370.00,10840.00,10275.00
craft_mist_synod_gas_combine_battleship_r08,mist_synod_gas_combine_battleship_r08,Барокамера,8,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,18480.68,18660.68,14034.12,311.01,233.90,2944.77,2111.17,9539.34,1792.77,722.62,1370.01
craft_mist_synod_gas_combine_battleship_r09,mist_synod_gas_combine_battleship_r09,Небула,9,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,621255.00,622492.50,429490.00,10374.88,7158.17,157782.50,112422.50,244670.00,56140.00,24440.00,25800.00
craft_mist_synod_gas_combine_battleship_r09,mist_synod_gas_combine_battleship_r09,Небула,9,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,43742.89,44072.89,33485.71,734.55,558.10,7654.56,4850.28,22061.13,4107.68,1629.22,3440.02
craft_mist_synod_gas_combine_battleship_r10,mist_synod_gas_combine_battleship_r10,Комбинат,10,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,1482547.50,1484797.50,1039395.00,24746.62,17323.25,396405.00,267112.50,584690.00,124470.00,53820.00,56050.00
craft_mist_synod_gas_combine_battleship_r10,mist_synod_gas_combine_battleship_r10,Комбинат,10,mist_synod,battleship,gas_combine,gas_combine_battleship,battleship_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,109968.81,110568.81,85151.10,1842.81,1419.19,21967.03,12513.84,55110.69,9316.13,3587.74,7473.38
craft_stone_vault_ore_tug_frigate_r02,stone_vault_ore_tug_frigate_r02,Бадья,2,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r02,stone_vault_ore_tug_frigate_r02,Бадья,2,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r03,stone_vault_ore_tug_frigate_r03,Крюк,3,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r03,stone_vault_ore_tug_frigate_r03,Крюк,3,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r04,stone_vault_ore_tug_frigate_r04,Тягач,4,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,995.00,1017.50,807.50,16.96,13.46,785.00,210.00,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r04,stone_vault_ore_tug_frigate_r04,Тягач,4,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,142.71,148.71,116.72,2.48,1.95,110.72,31.99,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r05,stone_vault_ore_tug_frigate_r05,Желоб,5,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,2435.00,2491.25,1966.25,41.52,32.77,1910.00,525.00,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r05,stone_vault_ore_tug_frigate_r05,Желоб,5,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,336.78,351.78,279.14,5.86,4.65,264.14,72.64,0.00,0.00,0.00,0.00
craft_stone_vault_ore_tug_frigate_r06,stone_vault_ore_tug_frigate_r06,Вагон,6,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,18132.50,18282.50,15342.50,304.71,255.71,5912.50,2350.00,9280.00,480.00,110.00,0.00
craft_stone_vault_ore_tug_frigate_r06,stone_vault_ore_tug_frigate_r06,Вагон,6,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,1915.05,1955.05,1715.72,32.58,28.60,438.40,160.65,1237.32,64.01,14.67,0.00
craft_stone_vault_ore_tug_frigate_r07,stone_vault_ore_tug_frigate_r07,Рудник,7,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,44550.00,44887.50,37685.00,748.12,628.08,14267.50,5792.50,23080.00,1190.00,220.00,0.00
craft_stone_vault_ore_tug_frigate_r07,stone_vault_ore_tug_frigate_r07,Рудник,7,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,4681.56,4771.56,4187.57,79.53,69.79,1020.28,395.96,3077.29,158.69,29.34,0.00
craft_stone_vault_ore_tug_frigate_r08,stone_vault_ore_tug_frigate_r08,Скрепер,8,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,118267.50,118942.50,83152.50,1982.38,1385.88,31897.50,19565.00,45580.00,10845.00,5380.00,5000.00
craft_stone_vault_ore_tug_frigate_r08,stone_vault_ore_tug_frigate_r08,Скрепер,8,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,8465.83,8645.83,6657.21,144.10,110.95,1587.96,844.60,4222.58,785.38,358.64,666.67
craft_stone_vault_ore_tug_frigate_r09,stone_vault_ore_tug_frigate_r09,Буксир,9,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,305645.00,306882.50,219275.00,5114.71,3654.58,86882.50,48007.50,117580.00,29300.00,10300.00,13575.00
craft_stone_vault_ore_tug_frigate_r09,stone_vault_ore_tug_frigate_r09,Буксир,9,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,21630.48,21960.48,17185.25,366.01,286.42,4288.13,2039.17,10757.11,2049.44,686.62,1810.01
craft_stone_vault_ore_tug_frigate_r10,stone_vault_ore_tug_frigate_r10,Карьер,10,stone_vault,frigate,ore_tug,ore_tug_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,744375.00,746625.00,544505.00,12443.75,9075.08,217825.00,114310.00,295680.00,64190.00,23620.00,28750.00
